unfreeze_last_n_layers,without_fgm_experiment,with_fgm_experiment,has_without_fgm,has_with_fgm,without_fgm_train_acc,with_fgm_train_acc,delta_train_acc,without_fgm_train_f1,with_fgm_train_f1,delta_train_f1,without_fgm_test_acc,with_fgm_test_acc,delta_test_acc,without_fgm_test_f1,with_fgm_test_f1,delta_test_f1
4,bert_partial_last_4_no_fgm,bert_partial_last_4_embedding_fgm,True,True,0.9887804100953551,0.9808606995744293,-0.007919710520925771,0.9913322478821998,0.9844671051362092,-0.006865142745990593,0.913338997451147,0.9180118946474086,0.004672897196261627,0.9107464981340089,0.9180073740494556,0.007260875915446774
8,bert_partial_last_8_no_fgm,bert_partial_last_8_embedding_fgm,True,True,0.986049475432967,0.9809744885186955,-0.00507498691427144,0.9846430046698884,0.9835654722641094,-0.0010775324057790137,0.9138700084961767,0.917374681393373,0.003504672897196248,0.9084773071743484,0.9154506428190109,0.006973335644662515
